trimestre,CVEMET,zona_metro,acteco
2014-12-01,067,Uruapan,33347.6326601548
2014-12-01,068,San Juan del Río,45669.0173300034
2014-12-01,069,Los Mochis,49300.245451808
2014-12-01,070,Culiacán,130614.108643578
2014-12-01,071,Mazatlán,75422.7787480888
2014-12-01,072,Cd. Obregón,50351.4405611255
2014-12-01,073,Hermosillo,160500.972704044
2014-12-01,074,Cárdenas,50150.035039483
2014-12-01,075,Cd. Victoria,32698.4340584398
2014-12-01,076,Chetumal,27572.5522285817
2014-12-01,077,Chilpancingo,28237.5163602631
2014-12-01,078,Moroleón,10574.4312323863
2015-03-01,001,Aguascalientes,167886.535962472
2015-03-01,002,Tijuana,167500.396326679
2015-03-01,003,Mexicali,216192.724700421
2015-03-01,004,La Laguna,267367.348720378
2015-03-01,005,Saltillo,140657.52803068
2015-03-01,006,Monclova,67242.9979058795
2015-03-01,007,Piedras Negras,43070.7954104493
2015-03-01,008,Colima,50031.4025622536
2015-03-01,009,Tecomán,11691.879514179
2015-03-01,010,Tuxtla,99438.0564035406
2015-03-01,011,Juárez,213875.030330954
2015-03-01,012,Chihuahua,128349.915726966
2015-03-01,013,CDMX,3717594.52807724
2015-03-01,014,León,220766.533298901
2015-03-01,015,San Francisco,22463.1435228256
2015-03-01,016,Acapulco,97735.6417087453
2015-03-01,017,Pachuca,74327.1265917493
2015-03-01,018,Tulancingo,21713.3469558962
2015-03-01,019,Tula,43616.6039536112
2015-03-01,020,Guadalajara,731101.322413064
2015-03-01,021,Puerto Vallarta,60283.7610690944
2015-03-01,022,Ocotlán,13339.8547447774
2015-03-01,023,Toluca,202462.774662748
2015-03-01,024,Morelia,105307.730047741
2015-03-01,025,Zamora,21660.4920737081
2015-03-01,026,Pénjamo,25880.2804152764
2015-03-01,027,Cuernavaca,94262.5368514405
2015-03-01,028,Cuautla,52368.8078667055
2015-03-01,029,Tepic,56145.7999648083
2015-03-01,030,Monterrey,1030884.84724952
2015-03-01,031,Oaxaca,78156.1666732345
2015-03-01,032,Tehuantepec,36578.5105786861
2015-03-01,033,Puebla,336331.065057051
2015-03-01,034,Tehuacán,27139.6714399734
2015-03-01,035,Querétaro,264028.051985401
2015-03-01,036,Cancún,153618.403068524
2015-03-01,037,San Luis,200370.339371451
2015-03-01,038,Cd. Fernández,9051.40574856717
2015-03-01,039,Guaymas,34052.0469536068
2015-03-01,040,Villahermosa,214313.032545212
2015-03-01,041,Tampico,98059.685133143
2015-03-01,042,Reynosa,156222.069384222
2015-03-01,043,Matamoros,81406.3926462169
2015-03-01,044,Nuevo Laredo,108762.550352334
2015-03-01,045,Tlaxcala,45820.8248529314
2015-03-01,046,Veracruz,161685.885663337
2015-03-01,047,Xalapa,80149.6459561148
2015-03-01,048,Poza Rica,54061.863553164
2015-03-01,049,Orizaba,62390.2423883198
2015-03-01,050,Minatitlán,86931.1404842783
2015-03-01,051,Coatzacoalcos,125617.127597399
2015-03-01,052,Córdoba,23286.7041892691
2015-03-01,053,Mérida,186099.532843863
2015-03-01,054,Zacatecas,49035.7926824626
2015-03-01,055,Ensenada,50430.0051741555
2015-03-01,056,La Paz,51867.5145206303
2015-03-01,057,Los Cabos,42060.8871622807
2015-03-01,058,Campeche,258523.521593252
2015-03-01,059,Cd. del Carmen,208736.794912184
2015-03-01,060,Manzanillo,34670.6858796955
2015-03-01,061,Tapachula,21106.2902690322
2015-03-01,062,Durango,65190.362875317
2015-03-01,063,Celaya,89673.4147733714
2015-03-01,064,Guanajuato,22927.1659197012
2015-03-01,065,Irapuato,71727.6096466714
2015-03-01,066,Salamanca,50154.3279132337
2015-03-01,067,Uruapan,32447.7894839842
2015-03-01,068,San Juan del Río,45518.6515202232
2015-03-01,069,Los Mochis,46273.4774539202
2015-03-01,070,Culiacán,125000.2481527
2015-03-01,071,Mazatlán,70583.8388113464
2015-03-01,072,Cd. Obregón,48300.3276998311
2015-03-01,073,Hermosillo,153720.460461178
2015-03-01,074,Cárdenas,48723.3627874989
2015-03-01,075,Cd. Victoria,33625.9811030469
2015-03-01,076,Chetumal,27652.2124192242
2015-03-01,077,Chilpancingo,27682.7627690862
2015-03-01,078,Moroleón,10009.9455723223
2015-06-01,001,Aguascalientes,170648.281045331
2015-06-01,002,Tijuana,173569.52128124
2015-06-01,003,Mexicali,218598.587317817
2015-06-01,004,La Laguna,270703.775190796
2015-06-01,005,Saltillo,143660.682740524
2015-06-01,006,Monclova,69445.1457953343
2015-06-01,007,Piedras Negras,44176.5983781353
2015-06-01,008,Colima,50396.8746586478
2015-06-01,009,Tecomán,11933.047199745
2015-06-01,010,Tuxtla,99974.7638652634
2015-06-01,011,Juárez,228774.730987512
2015-06-01,012,Chihuahua,134317.17620096
2015-06-01,013,CDMX,3750805.84049649
2015-06-01,014,León,226286.09135626
2015-06-01,015,San Francisco,22631.3457542843
2015-06-01,016,Acapulco,96982.7979196139
2015-06-01,017,Pachuca,75551.065206508
2015-06-01,018,Tulancingo,22036.4285528058
2015-06-01,019,Tula,45055.5995728625
2015-06-01,020,Guadalajara,750180.364995768
2015-06-01,021,Puerto Vallarta,57315.9852745252
2015-06-01,022,Ocotlán,13622.7185317029
2015-06-01,023,Toluca,204264.097332731
2015-06-01,024,Morelia,104401.34305357
2015-06-01,025,Zamora,21927.7410064397
2015-06-01,026,Pénjamo,26079.25724222
2015-06-01,027,Cuernavaca,94262.7557933528
2015-06-01,028,Cuautla,53115.0856280963
2015-06-01,029,Tepic,56396.3990901577
2015-06-01,030,Monterrey,1048924.28199005
2015-06-01,031,Oaxaca,79025.4651566768
2015-06-01,032,Tehuantepec,36604.4510001181
2015-06-01,033,Puebla,340622.188508002
2015-06-01,034,Tehuacán,28542.3547088347
2015-06-01,035,Querétaro,269261.429511104
2015-06-01,036,Cancún,156005.354650973
2015-06-01,037,San Luis,204283.774658595
2015-06-01,038,Cd. Fernández,9012.71887114363
2015-06-01,039,Guaymas,33870.4837240641
2015-06-01,040,Villahermosa,216737.945627139
2015-06-01,041,Tampico,98191.3163122756
2015-06-01,042,Reynosa,153386.683613684
2015-06-01,043,Matamoros,80217.6976088862
2015-06-01,044,Nuevo Laredo,107230.526872068
2015-06-01,045,Tlaxcala,47999.9277369554
2015-06-01,046,Veracruz,163109.388359914
2015-06-01,047,Xalapa,80257.0699589307
2015-06-01,048,Poza Rica,54562.2616909129
2015-06-01,049,Orizaba,62917.0111596803
2015-06-01,050,Minatitlán,87714.1368132051
2015-06-01,051,Coatzacoalcos,125986.674061497
2015-06-01,052,Córdoba,23420.111176317
2015-06-01,053,Mérida,188009.857800746
2015-06-01,054,Zacatecas,50668.5326106032
2015-06-01,055,Ensenada,51149.693850163
2015-06-01,056,La Paz,52441.520360701
2015-06-01,057,Los Cabos,42859.9257151316
2015-06-01,058,Campeche,256481.960929187
2015-06-01,059,Cd. del Carmen,211061.819147294
2015-06-01,060,Manzanillo,35548.6568552152
2015-06-01,061,Tapachula,20802.7884448114
2015-06-01,062,Durango,66261.1069322572
2015-06-01,063,Celaya,91174.4456259498
2015-06-01,064,Guanajuato,23529.8052498089
2015-06-01,065,Irapuato,73080.1469857158
2015-06-01,066,Salamanca,51706.3029603088
2015-06-01,067,Uruapan,32389.792409792
2015-06-01,068,San Juan del Río,46608.1819788625
2015-06-01,069,Los Mochis,47758.6255901641
2015-06-01,070,Culiacán,126786.013321957
2015-06-01,071,Mazatlán,73062.3040581585
2015-06-01,072,Cd. Obregón,49759.3448573666
2015-06-01,073,Hermosillo,155237.711377734
2015-06-01,074,Cárdenas,49101.2546668889
2015-06-01,075,Cd. Victoria,33373.4459053579
2015-06-01,076,Chetumal,28296.0350353931
2015-06-01,077,Chilpancingo,27687.95787848
2015-06-01,078,Moroleón,10306.737634597
2015-09-01,001,Aguascalientes,169713.379811912
2015-09-01,002,Tijuana,176256.737266847
2015-09-01,003,Mexicali,218330.536421138
2015-09-01,004,La Laguna,271608.773281443
2015-09-01,005,Saltillo,144229.024885384
2015-09-01,006,Monclova,69053.3706340379
2015-09-01,007,Piedras Negras,44181.0342806793
2015-09-01,008,Colima,50591.427271765
2015-09-01,009,Tecomán,11918.1731838011
2015-09-01,010,Tuxtla,100047.076170643
2015-09-01,011,Juárez,228293.600274091
2015-09-01,012,Chihuahua,131994.409636856
2015-09-01,013,CDMX,3749139.07685084
2015-09-01,014,León,227473.812499222
2015-09-01,015,San Francisco,22989.4351517998
2015-09-01,016,Acapulco,96977.2850478616
2015-09-01,017,Pachuca,75730.61913675
2015-09-01,018,Tulancingo,22092.0753370618
2015-09-01,019,Tula,44493.2966533541
2015-09-01,020,Guadalajara,757956.804918725
2015-09-01,021,Puerto Vallarta,56649.3120439677
2015-09-01,022,Ocotlán,13452.4252715483
2015-09-01,023,Toluca,203617.271665476
2015-09-01,024,Morelia,105168.9135653
2015-09-01,025,Zamora,21591.3193870406
2015-09-01,026,Pénjamo,25923.31881459
2015-09-01,027,Cuernavaca,94252.8077474214
2015-09-01,028,Cuautla,52485.285866985
2015-09-01,029,Tepic,56087.8122688835
2015-09-01,030,Monterrey,1058078.35400581
2015-09-01,031,Oaxaca,79409.0844780217
2015-09-01,032,Tehuantepec,35886.5678655089
2015-09-01,033,Puebla,338595.793798581
2015-09-01,034,Tehuacán,28786.3023844187
2015-09-01,035,Querétaro,273534.044185613
2015-09-01,036,Cancún,158152.804581182
2015-09-01,037,San Luis,204347.321430927
2015-09-01,038,Cd. Fernández,8944.53048232023
2015-09-01,039,Guaymas,32539.718532301
2015-09-01,040,Villahermosa,216694.018078058
2015-09-01,041,Tampico,99230.238504975
2015-09-01,042,Reynosa,155381.466280864
2015-09-01,043,Matamoros,81484.4444807285
2015-09-01,044,Nuevo Laredo,109336.928833966
2015-09-01,045,Tlaxcala,48659.3670823952
2015-09-01,046,Veracruz,162646.003270039
2015-09-01,047,Xalapa,78970.986867409
2015-09-01,048,Poza Rica,54670.5706140592
2015-09-01,049,Orizaba,62692.6982812431
2015-09-01,050,Minatitlán,87433.8938321789
2015-09-01,051,Coatzacoalcos,125556.902810302
2015-09-01,052,Córdoba,23335.8223301268
2015-09-01,053,Mérida,187619.590905995
2015-09-01,054,Zacatecas,49687.1020746435
2015-09-01,055,Ensenada,51351.8267896079
2015-09-01,056,La Paz,51925.0882718215
2015-09-01,057,Los Cabos,42646.8776285397
2015-09-01,058,Campeche,252053.67513115
2015-09-01,059,Cd. del Carmen,205950.852718182
2015-09-01,060,Manzanillo,35345.4829872417
2015-09-01,061,Tapachula,20862.0438084908
2015-09-01,062,Durango,67103.171540667
2015-09-01,063,Celaya,91315.9009600552
2015-09-01,064,Guanajuato,23588.8504079247
2015-09-01,065,Irapuato,73722.0010386964
2015-09-01,066,Salamanca,51510.9439224751
2015-09-01,067,Uruapan,32452.3773908422
2015-09-01,068,San Juan del Río,46937.9705784173
2015-09-01,069,Los Mochis,46727.8395436681
2015-09-01,070,Culiacán,120418.81183773
2015-09-01,071,Mazatlán,72188.4480187489
2015-09-01,072,Cd. Obregón,49037.8476625096
2015-09-01,073,Hermosillo,152323.65634443
2015-09-01,074,Cárdenas,48670.2838435393
2015-09-01,075,Cd. Victoria,33713.1865459673
2015-09-01,076,Chetumal,28883.5434240503
2015-09-01,077,Chilpancingo,27604.2494960786
2015-09-01,078,Moroleón,10531.257252849
2015-12-01,001,Aguascalientes,175062.471347637
2015-12-01,002,Tijuana,185263.861549177
2015-12-01,003,Mexicali,226482.474609449
2015-12-01,004,La Laguna,281148.815207634
2015-12-01,005,Saltillo,148828.58702619
2015-12-01,006,Monclova,71042.2077309324
2015-12-01,007,Piedras Negras,45589.688265073
2015-12-01,008,Colima,51995.7133917648
2015-12-01,009,Tecomán,12329.2685667918
2015-12-01,010,Tuxtla,103799.520871943
2015-12-01,011,Juárez,247650.625344207
2015-12-01,012,Chihuahua,143291.087830027
2015-12-01,013,CDMX,3969113.10783117
2015-12-01,014,León,240796.363461584
2015-12-01,015,San Francisco,24062.3596944256
2015-12-01,016,Acapulco,101611.32226809
2015-12-01,017,Pachuca,82797.4795888463
2015-12-01,018,Tulancingo,23725.7146491027
2015-12-01,019,Tula,48302.4167117047
2015-12-01,020,Guadalajara,794952.224221407
2015-12-01,021,Puerto Vallarta,60736.6114821149
2015-12-01,022,Ocotlán,14307.5905886642
2015-12-01,023,Toluca,211741.194721041
2015-12-01,024,Morelia,108585.019512646
2015-12-01,025,Zamora,22213.8708588791
2015-12-01,026,Pénjamo,27092.8082220074
2015-12-01,027,Cuernavaca,98543.2031843605
2015-12-01,028,Cuautla,55375.2473658145
2015-12-01,029,Tepic,58069.2874901665
2015-12-01,030,Monterrey,1103900.75639269
2015-12-01,031,Oaxaca,82805.1242513299
2015-12-01,032,Tehuantepec,36854.7331487286
2015-12-01,033,Puebla,355254.308276422
2015-12-01,034,Tehuacán,30074.4363300463
2015-12-01,035,Querétaro,281831.388456903
2015-12-01,036,Cancún,163083.513333864
2015-12-01,037,San Luis,213164.468814227
2015-12-01,038,Cd. Fernández,9303.33595797009
2015-12-01,039,Guaymas,35044.7287973014
2015-12-01,040,Villahermosa,222902.120802529
2015-12-01,041,Tampico,98639.431013788
2015-12-01,042,Reynosa,153491.175473825
2015-12-01,043,Matamoros,80623.1048520087
2015-12-01,044,Nuevo Laredo,107502.252885207
2015-12-01,045,Tlaxcala,52375.0463889787
2015-12-01,046,Veracruz,164597.236346153
2015-12-01,047,Xalapa,81469.14330334
2015-12-01,048,Poza Rica,55728.3779081806
2015-12-01,049,Orizaba,63813.8847456783
2015-12-01,050,Minatitlán,89026.5720216371
2015-12-01,051,Coatzacoalcos,127699.893360993
2015-12-01,052,Córdoba,23787.0496715776
2015-12-01,053,Mérida,195843.227914609
2015-12-01,054,Zacatecas,51632.9907014054
2015-12-01,055,Ensenada,53367.8250738334
2015-12-01,056,La Paz,54040.5634495074
2015-12-01,057,Los Cabos,44862.3435185325
2015-12-01,058,Campeche,255856.062529814
2015-12-01,059,Cd. del Carmen,208603.994813227
2015-12-01,060,Manzanillo,36341.9909804866
2015-12-01,061,Tapachula,21567.6416126034
2015-12-01,062,Durango,69497.3912243
2015-12-01,063,Celaya,95656.3119882865
2015-12-01,064,Guanajuato,24408.8668798603
2015-12-01,065,Irapuato,77441.8885997233
2015-12-01,066,Salamanca,54347.4396224092
2015-12-01,067,Uruapan,33442.2715422059
2015-12-01,068,San Juan del Río,48398.1002596031
2015-12-01,069,Los Mochis,51545.2163231521
2015-12-01,070,Culiacán,135758.411447638
2015-12-01,071,Mazatlán,79734.5698762122
2015-12-01,072,Cd. Obregón,52488.6776770668
2015-12-01,073,Hermosillo,161163.053058389
2015-12-01,074,Cárdenas,50376.1714348133
2015-12-01,075,Cd. Victoria,33660.9223039571
2015-12-01,076,Chetumal,29986.5159115382
2015-12-01,077,Chilpancingo,29071.5282282078
2015-12-01,078,Moroleón,11575.865846854
2016-03-01,001,Aguascalientes,167221.542574538
2016-03-01,002,Tijuana,176213.267299706
2016-03-01,003,Mexicali,164661.906550235
2016-03-01,004,La Laguna,269464.445924765
2016-03-01,005,Saltillo,140965.379248652
2016-03-01,006,Monclova,67951.9729228899
2016-03-01,007,Piedras Negras,43820.1117195322
2016-03-01,008,Colima,50319.2935417497
2016-03-01,009,Tecomán,11826.1786928573
2016-03-01,010,Tuxtla,95209.1961104927
2016-03-01,011,Juárez,219931.380313639
2016-03-01,012,Chihuahua,110338.918981129
2016-03-01,013,CDMX,3475129.920723
2016-03-01,014,León,223088.951960865
2016-03-01,015,San Francisco,22308.3745396618
2016-03-01,016,Acapulco,95365.2774443784
2016-03-01,017,Pachuca,65192.912205116
2016-03-01,018,Tulancingo,19846.2924671774
2016-03-01,019,Tula,41826.8477582604
2016-03-01,020,Guadalajara,702103.304038334
2016-03-01,021,Puerto Vallarta,62099.6557168439
2016-03-01,022,Ocotlán,13321.78925471
2016-03-01,023,Toluca,182090.190585216
2016-03-01,024,Morelia,105125.334079391
2016-03-01,025,Zamora,21494.4708639035
2016-03-01,026,Pénjamo,25423.7416422688
2016-03-01,027,Cuernavaca,90703.9689920888
2016-03-01,028,Cuautla,52459.7568331519
2016-03-01,029,Tepic,54945.7380904309
2016-03-01,030,Monterrey,1063162.19580062
2016-03-01,031,Oaxaca,75704.1223645102
2016-03-01,032,Tehuantepec,35109.5236082274
2016-03-01,033,Puebla,327329.318876616
2016-03-01,034,Tehuacán,28411.7562788577
2016-03-01,035,Querétaro,272914.760884281
2016-03-01,036,Cancún,154811.88819933
2016-03-01,037,San Luis,195862.951217158
2016-03-01,038,Cd. Fernández,8946.68000497718
2016-03-01,039,Guaymas,30614.9417863106
2016-03-01,040,Villahermosa,205568.13194951
2016-03-01,041,Tampico,100017.652017952
2016-03-01,042,Reynosa,156034.954143746
2016-03-01,043,Matamoros,80652.7120519581
2016-03-01,044,Nuevo Laredo,111507.601028895
2016-03-01,045,Tlaxcala,43348.9264331003
2016-03-01,046,Veracruz,157764.101957286
2016-03-01,047,Xalapa,78343.7773555106
2016-03-01,048,Poza Rica,53654.8643038027
2016-03-01,049,Orizaba,62778.206144472
2016-03-01,050,Minatitlán,87027.784523092
2016-03-01,051,Coatzacoalcos,122197.289101474
2016-03-01,052,Córdoba,23201.1802638989
2016-03-01,053,Mérida,180855.833026833
2016-03-01,054,Zacatecas,48934.4412895379
2016-03-01,055,Ensenada,48425.6020745675
2016-03-01,056,La Paz,50115.5199145034
2016-03-01,057,Los Cabos,41515.5601426895
2016-03-01,058,Campeche,219751.030978221
2016-03-01,059,Cd. del Carmen,189882.00845261
2016-03-01,060,Manzanillo,35311.8495667755
2016-03-01,061,Tapachula,20481.9488680797
2016-03-01,062,Durango,60052.6688863287
2016-03-01,063,Celaya,88610.1925413019
2016-03-01,064,Guanajuato,20252.3821655878
2016-03-01,065,Irapuato,72338.466284668
2016-03-01,066,Salamanca,50711.9907676968
2016-03-01,067,Uruapan,31068.208601936
2016-03-01,068,San Juan del Río,47424.8571953896
2016-03-01,069,Los Mochis,46335.4940179337
2016-03-01,070,Culiacán,109699.955379354
2016-03-01,071,Mazatlán,68311.2269143317
2016-03-01,072,Cd. Obregón,46704.5064353054
2016-03-01,073,Hermosillo,132387.763326816
2016-03-01,074,Cárdenas,47934.790462564
2016-03-01,075,Cd. Victoria,36717.8353768563
2016-03-01,076,Chetumal,27118.9927287512
2016-03-01,077,Chilpancingo,25457.4906432546
2016-03-01,078,Moroleón,10656.9367638736
2016-06-01,001,Aguascalientes,168034.440349639
2016-06-01,002,Tijuana,178987.321393282
2016-06-01,003,Mexicali,162546.093469573
2016-06-01,004,La Laguna,271250.245252357
2016-06-01,005,Saltillo,143550.722794324
2016-06-01,006,Monclova,68831.9717127118
2016-06-01,007,Piedras Negras,44303.5268888042
2016-06-01,008,Colima,50853.2296328105
2016-06-01,009,Tecomán,12004.461135205
2016-06-01,010,Tuxtla,95372.5844748821
2016-06-01,011,Juárez,221148.947793027
2016-06-01,012,Chihuahua,113240.869609753
2016-06-01,013,CDMX,3546213.63694052
2016-06-01,014,León,226914.544373003
2016-06-01,015,San Francisco,23239.6569688731
2016-06-01,016,Acapulco,93587.0230556659
2016-06-01,017,Pachuca,64996.6278694045
2016-06-01,018,Tulancingo,20019.4590870279
2016-06-01,019,Tula,42469.19765808
2016-06-01,020,Guadalajara,717945.838839057
2016-06-01,021,Puerto Vallarta,58341.4074060664
2016-06-01,022,Ocotlán,12999.3547148945
2016-06-01,023,Toluca,186368.081609736
2016-06-01,024,Morelia,104466.751344616
2016-06-01,025,Zamora,21546.5848735683
2016-06-01,026,Pénjamo,25459.1272457769
2016-06-01,027,Cuernavaca,90898.2777789997
2016-06-01,028,Cuautla,52665.0532678723
2016-06-01,029,Tepic,54493.1902205944
2016-06-01,030,Monterrey,1076086.65965627
2016-06-01,031,Oaxaca,76423.0656888739
2016-06-01,032,Tehuantepec,34095.2212747958
2016-06-01,033,Puebla,333109.80557872
2016-06-01,034,Tehuacán,28782.1706492157
2016-06-01,035,Querétaro,277369.719659152
2016-06-01,036,Cancún,156052.542182058
2016-06-01,037,San Luis,197844.872590297
2016-06-01,038,Cd. Fernández,8975.33141210143
2016-06-01,039,Guaymas,30489.6864077739
2016-06-01,040,Villahermosa,205382.238837087
2016-06-01,041,Tampico,101049.636040997
2016-06-01,042,Reynosa,156832.33379694
2016-06-01,043,Matamoros,82463.5288720306
2016-06-01,044,Nuevo Laredo,111951.300541354
2016-06-01,045,Tlaxcala,44265.6095113179
2016-06-01,046,Veracruz,158802.544383692
2016-06-01,047,Xalapa,79173.5968352808
2016-06-01,048,Poza Rica,53867.2615389465
2016-06-01,049,Orizaba,63319.8966698047
2016-06-01,050,Minatitlán,87225.5187421952
2016-06-01,051,Coatzacoalcos,122220.472443761
2016-06-01,052,Córdoba,23098.1256481875
2016-06-01,053,Mérida,183279.749630561
2016-06-01,054,Zacatecas,49918.0364250786
2016-06-01,055,Ensenada,48498.388824148
2016-06-01,056,La Paz,50786.1876625984
2016-06-01,057,Los Cabos,41936.2510000456
2016-06-01,058,Campeche,220619.024629974
2016-06-01,059,Cd. del Carmen,187825.361776262
2016-06-01,060,Manzanillo,35890.6747709488
2016-06-01,061,Tapachula,20493.517140848
2016-06-01,062,Durango,60046.4752819295
2016-06-01,063,Celaya,90809.9894589514
2016-06-01,064,Guanajuato,20947.375794643
2016-06-01,065,Irapuato,74526.4251799601
2016-06-01,066,Salamanca,51766.1178588718
2016-06-01,067,Uruapan,31080.8362472001
2016-06-01,068,San Juan del Río,47927.6249082952
2016-06-01,069,Los Mochis,47040.5390415396
2016-06-01,070,Culiacán,109019.716775702
2016-06-01,071,Mazatlán,67239.8668445018
2016-06-01,072,Cd. Obregón,46783.5049857272
2016-06-01,073,Hermosillo,134095.640098156
2016-06-01,074,Cárdenas,48028.1194466354
2016-06-01,075,Cd. Victoria,36195.7811160854
2016-06-01,076,Chetumal,27220.6273714686
2016-06-01,077,Chilpancingo,25354.8663461184
2016-06-01,078,Moroleón,10816.1146011199
2016-09-01,001,Aguascalientes,166669.904416645
2016-09-01,002,Tijuana,178383.044126539
2016-09-01,003,Mexicali,158671.088779548
2016-09-01,004,La Laguna,269886.940438234
2016-09-01,005,Saltillo,142793.806390154
2016-09-01,006,Monclova,68323.9572719049
2016-09-01,007,Piedras Negras,43659.7948668795
2016-09-01,008,Colima,50741.8181611874
2016-09-01,009,Tecomán,12017.3844911605
2016-09-01,010,Tuxtla,93654.7072779129
2016-09-01,011,Juárez,217396.487977366
2016-09-01,012,Chihuahua,110587.741309441
2016-09-01,013,CDMX,3463850.40058821
2016-09-01,014,León,225375.514308922
2016-09-01,015,San Francisco,22695.3965151772
2016-09-01,016,Acapulco,94024.6107122453
2016-09-01,017,Pachuca,62163.4961977297
2016-09-01,018,Tulancingo,19905.0811319026
2016-09-01,019,Tula,41458.4063898086
2016-09-01,020,Guadalajara,706296.626257742
2016-09-01,021,Puerto Vallarta,56374.5561412764
2016-09-01,022,Ocotlán,13043.0249932671
2016-09-01,023,Toluca,183809.056816597
2016-09-01,024,Morelia,102420.09415816
2016-09-01,025,Zamora,21471.1655520801
2016-09-01,026,Pénjamo,24909.6493598245
2016-09-01,027,Cuernavaca,88388.4086043451
2016-09-01,028,Cuautla,51775.707467871
2016-09-01,029,Tepic,53295.4474575306
2016-09-01,030,Monterrey,1076170.4931663
2016-09-01,031,Oaxaca,73705.9768093063
2016-09-01,032,Tehuantepec,32584.240549416
2016-09-01,033,Puebla,330395.177873565
2016-09-01,034,Tehuacán,28783.1003228025
2016-09-01,035,Querétaro,277972.814983817
2016-09-01,036,Cancún,157383.135120552
2016-09-01,037,San Luis,197490.694016874
2016-09-01,038,Cd. Fernández,8885.17377185678
2016-09-01,039,Guaymas,29367.9253741703
2016-09-01,040,Villahermosa,202014.884518722
2016-09-01,041,Tampico,101994.317805872
2016-09-01,042,Reynosa,159364.752231203
2016-09-01,043,Matamoros,82992.9702874759
2016-09-01,044,Nuevo Laredo,114319.419490215
2016-09-01,045,Tlaxcala,43861.5834474965
2016-09-01,046,Veracruz,158064.167737182
2016-09-01,047,Xalapa,79082.8284371435
2016-09-01,048,Poza Rica,53773.5943943128
2016-09-01,049,Orizaba,62862.3083272376
2016-09-01,050,Minatitlán,86652.742376054
2016-09-01,051,Coatzacoalcos,121275.191648564
2016-09-01,052,Córdoba,23002.1855614109
2016-09-01,053,Mérida,182544.151724427
2016-09-01,054,Zacatecas,48878.0459521222
2016-09-01,055,Ensenada,48529.0397819604
2016-09-01,056,La Paz,48940.1326738633
2016-09-01,057,Los Cabos,40651.3297718523
2016-09-01,058,Campeche,215451.88581565
2016-09-01,059,Cd. del Carmen,179711.556532859
2016-09-01,060,Manzanillo,35656.3251496594
2016-09-01,061,Tapachula,20177.9680485888
2016-09-01,062,Durango,59564.4056544895
2016-09-01,063,Celaya,89402.6464267696
2016-09-01,064,Guanajuato,21031.5322375601
2016-09-01,065,Irapuato,73380.2115477274
2016-09-01,066,Salamanca,50882.5552552188
2016-09-01,067,Uruapan,31000.4458660956
2016-09-01,068,San Juan del Río,48046.052229832
2016-09-01,069,Los Mochis,45905.9740664813
2016-09-01,070,Culiacán,103288.474574279
2016-09-01,071,Mazatlán,67261.0233350964
2016-09-01,072,Cd. Obregón,45056.6585645897
2016-09-01,073,Hermosillo,128571.132734584
2016-09-01,074,Cárdenas,47502.0930440068
2016-09-01,075,Cd. Victoria,36541.2626511226
2016-09-01,076,Chetumal,27526.445651986
2016-09-01,077,Chilpancingo,25179.3129658727
2016-09-01,078,Moroleón,10442.3392504885
NA,013,CDMX,637494.229223738
NA,031,Oaxaca,39630.0655437076
NA,032,Tehuantepec,17584.8449396267
NA,033,Puebla,217048.797467988
NA,045,Tlaxcala,11212.4203398664
NA,047,Xalapa,65801.9006646622
NA,049,Orizaba,52305.4049766061
NA,050,Minatitlán,72100.5464628981
NA,053,Mérida,105554.222069171
